SMILES,Accumulation P. aeruginosa PAO1,Accumulation E. coli,ASA,ASA_H,a_acc,a_aro,a_base,a_don,a_hyd,a_nN,a_nO,b_rotN,h_logD,h_logP,h_logS,h_pKa,rings,SlogP,TPSA,h_pavgQ,Weight
O=C([O-])[C@H]1[C@@H]2[C@@](C(=O)[O-])(C)[C@@H](O)[C@H](O)C=C2[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,,59,482.08469,482.08469,3,0,0,3,17,0,7,2,-0.94327974,-0.94592029,-2.3319547,14,4,-2.1222,140.95,-1.9897263,362.37799
O=C([O-])[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)C=C[C@@]2(OC3=O)[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,,63,457.60168,457.60168,3,0,0,2,17,0,6,1,-0.32309818,-0.32417649,-2.5969501,14,5,-0.30759999,106.89,-0.99541301,345.371
BrC[C@]12C(=O)C[C@@]3([C@@H](C(=O)[O-])c4c(C)cccc4[C@H]3CC1)C2,68,,469.51608,469.51608,1,6,0,0,17,0,3,2,3.2257659,3.2245095,-4.6685343,14,4,2.45012,57.200001,-0.99539667,362.24298
O=C([O-])[C@@]1(C)[C@H]2[C@@](C)([C@@H]3C(C=C(C(C)C)CC3)=CC2)CCC1,211,34,468.94296,468.94296,0,0,0,0,19,0,2,2,5.5658293,5.5635991,-6.1321483,14,3,3.8715,40.130001,-0.99024737,301.44998
O=C([O-])[C@@]1(C)[C@@H]2[C@](C)([C@H]3[C@]4(CC(=O)[C@](C)(C4)CC3)CC2)CCC1,86,,451.66943,451.66943,1,0,0,0,18,0,3,1,3.5719721,3.5697174,-4.3595624,14,4,3.1084001,57.200001,-0.99000728,317.44901
O=C([O-])[C@@H](NC(=O)CC[C@@]1(C)C(=O)CC[C@@H]2[C@@H]1C(=O)C[C@]1(C)C(=O)CC[C@@H]21)Cc1c2c([nH]c1)cccc2,51,,718.37762,718.37762,4,9,0,2,24,2,6,8,2.0963147,2.0961778,-5.5032873,14,5,2.2850699,136.23,-0.99856126,505.591
O=C([O-])[C@@H](NC(=O)CC[C@@]1(C)C(=O)CC[C@@H]2[C@@H]1C(=O)C[C@]1(C)C(=O)CC[C@@H]21)CC(=O)[O-],51,,610.82794,610.82794,4,0,0,1,16,1,8,8,-0.36665815,-0.36723819,-3.5592573,14,3,-1.2989,160.57001,-1.9946039,433.457
Clc1cc2c([nH]c3c2ccc(C(C(=O)[O-])C)c3)cc1,176,,458.83795,458.83795,0,13,0,1,15,1,2,2,3.2966015,3.2953386,-4.5105696,14,3,2.8278999,55.919998,-0.993424,272.711
Clc1ccc(C(=O)NC(C(=O)[O-])CC=2c3c(NC(=O)C=2)cccc3)cc1,63,,571.31525,571.31525,2,12,0,2,17,2,4,6,3.2838531,3.2837327,-5.2653446,11.136375,3,1.6141,98.330002,-0.99885595,369.784
O=C([O-])[C@H](CC(=O)N1C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1,70,,532.55408,532.55408,1,6,0,0,17,1,3,6,2.7137632,2.7128999,-4.1630363,14,3,1.63387,60.439999,-0.99477065,314.405
[SH0](=O)(C)c1ccc(/C=C\2/C(C)=C(CC(=O)[O-])c3c/2ccc(F)c3)cc1,0,,550.98511,550.98511,1,12,0,0,20,0,3,4,3.7000291,3.6991489,-5.4569082,14,3,3.0308001,76.410004,-0.99417186,355.409
Clc1ccc(C(=O)n2c(C)c(CC(=O)[O-])c3c2ccc(OC)c3)cc1,78,,555.07562,555.07562,2,15,0,0,18,1,4,5,4.4329486,4.4320803,-5.8037777,14,3,2.5925901,71.360001,-0.99436605,356.785
Brc1n(c(SCC(=O)[O-])nn1)-c1c2c(c(C3CC3)cc1)cccc2,118,,542.58942,542.58942,2,15,0,0,16,3,2,5,4.290092,4.2897544,-6.2462969,14,4,2.9024,70.839996,-0.99817145,403.28
S[C@H](C(=O)N[C@@H]1C(=O)N2[C@H](C(=O)[O-])CCC[C@@H]2SCC1)Cc1ccccc1,13,,591.56616,591.56616,2,6,0,1,17,2,4,6,1.5289589,1.5329125,-4.4990244,8.7947388,3,0.60627002,128.34,-1.0142467,407.535
O=C([O-])CC/C(=C/Cc1c(OC)c(C)c2c(c1O)C(=O)OC2)/C,53,,547.06824,547.06824,3,6,0,1,15,0,6,6,2.1591921,2.1367097,-3.6810308,6.9256573,2,1.6648901,95.889999,-1.5366427,319.33298
S(=O)(=O)(N[C@H]1Cc2c3c(n(CCC(=O)[O-])c2CC1)cccc3)c1ccc(F)cc1,88,,636.66302,636.66302,2,15,0,1,21,2,4,6,2.8377192,2.8373671,-5.2736778,10.690259,4,2.0225401,91.230003,-0.99513203,415.465
O=C([O-])[C@@H](N[C@H](C(=O)N1[C@H](C(=O)[O-])CCC1)CCCC[N+H3])CCc1ccccc1,55,496,630.95355,630.95355,2,6,1,1,18,3,5,13,-3.604882,-4.2246928,-1.0597427,10.10644,2,-2.1510301,140.24001,-0.039186839,404.487
O(CCCO)c1c2B([O-])OC(C[N+H3])c2ccc1,953,2161,445.48209,445.48209,3,6,1,1,11,1,4,5,-4.5695338,-4.5695338,0.6754514,14,2,-1.0178,89.389999,0,237.06299
Clc1c(OC2=NN(COC(=O)[C@@H]([N+H3])C)C(=O)C(C(C)C)=C2)c(Cl)cc(N2C(=O)[N-]C(=O)C(C#N)=N2)c1,3,0,772.04565,772.04565,5,6,1,0,15,7,6,9,4.6763368,-0.15820353,-4.9962764,6.3529959,3,1.961284,169.37,-0.81563771,536.33197
O=C(N([C@@H](C)c1[nH]cc(-c2ccccc2)n1)Cc1cc(C(=O)[O-])c(OC)cc1)[C@@H]([N+H3])Cc1c(C)cc(C(=O)N)cc1C,50,94,864.49994,864.49994,5,23,1,3,28,5,5,12,3.7822928,-0.60841852,-4.4848595,7.2748413,4,2.4694099,169.08,-0.18830743,569.66199
O=C(NCCO)[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)C=C[C@@]2(OC3=O)[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,,80,518.91895,518.91895,5,0,0,4,19,1,6,4,-0.30771625,-0.30771625,-2.3031936,14,5,0.050999999,116.09,0,389.448
Clc1cc(CNC(=O)[C@@H]2[C@@]34[C@H](C=5C2[C@@]2(C)[C@@H](O)[C@H](OC2=O)C=5)CC[C@@](O)(C(=C)C3)C4)ccc1,,74,598.84198,598.84198,4,6,0,3,25,1,5,4,2.5405798,2.5405798,-4.9368682,14,6,3.1787,95.860001,0,469.965
O=C(NCCc1cc2OCOc2cc1)[C@@H]1[C@@]23[C@H](C=4C1[C@@]1(C)[C@@H](O)[C@H](OC1=O)C=4)CC[C@@](O)(C(=C)C2)C3,,56,663.25128,663.25128,6,6,0,3,25,1,7,5,1.3578416,1.3578416,-4.418931,14,7,2.0300701,114.32,0,493.556
O=C(NCc1c(OC)cc(OC)cc1)[C@@H]1[C@@]23[C@H](C=4C1[C@@]1(C)[C@@H](O)[C@H](OC1=O)C=4)CC[C@@](O)(C(=C)C2)C3,60,,666.18018,666.18018,6,6,0,3,26,1,7,6,1.6635213,1.6635213,-4.3999767,14,6,2.5425,114.32,0,495.57199
O=C(O[C@@H]1[C@](C(=O)OC)(C)[C@H]2[C@H](C(=O)OC)[C@@]34[C@@](O)(C2=CC1=O)CC[C@@](OC(=O)C)(C(=C)C3)C4)C,36,,637.96722,637.96722,6,0,0,1,20,0,10,8,1.0904508,1.0904508,-4.0254254,14,4,1.1887,142.5,0,490.50497
O=C(OC)[C@H]1[C@@H]2[C@@]3(C)[C@@H](O)C=C[C@@]2(OC3=O)[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,0,,489.25479,489.25479,4,0,0,2,18,0,6,2,0.36719894,0.36719894,-2.6845875,14,5,1.1155,93.059998,0,360.40601
O=C(NCC(C)C)[C@H]1c2c(C)cccc2[C@H]2[C@@]31CC(=O)[C@](C)(C3)CC2,26,,536.90082,536.90082,2,6,0,1,20,1,2,4,3.6179059,3.6179059,-4.584425,14,4,4.0974202,46.169998,0,339.479
S(=O)(=O)(O[C@H]1[C@H]2OC[C@@H](O)[C@H]2OC1)c1c([N+](=O)[O-])cccc1,6,0,483.19534,483.19534,6,6,0,1,13,1,8,4,0.89273489,0.89273489,-2.7131951,14,3,-0.1728,127.88,0,331.30099
S(=O)(=O)(O[C@@H]1[C@H]2OC[C@@H](O)[C@H]2OC1)c1ccc(N)cc1,52,193,465.81311,465.81311,6,6,0,2,12,1,6,3,-0.13353013,-0.13353013,-1.7273142,14,3,-0.49880001,108.08,0,301.319
S(=O)(=O)(O[C@H]1[C@H]2OC[C@H](OS(=O)(=O)c3ccc(N)cc3)[C@H]2OC1)c1ccc(N)cc1,92,113,645.8476,645.8476,8,12,0,2,18,2,8,6,1.1110451,1.1110451,-3.8810849,14,4,0.4966,157.24001,0,456.496
S(=O)(=O)(O[C@H]1[C@H]2OC[C@@H](O)[C@H]2OC1)c1ccc(C)cc1,,152,472.37741,472.37741,6,6,0,1,13,0,6,3,1.0540192,1.0540192,-2.4055128,14,3,0.22742,82.059998,0,300.33099
O=C(OC)[C@@]1(C)[C@H]2[C@@](C)(c3c(C(=O)C2)cc(C(C)C)cc3)CCC1,232,,515.93341,515.93341,2,6,0,0,19,0,3,3,5.3802381,5.3802381,-5.1963782,14,3,4.6335001,43.369999,0,328.452
OCC[C@H]1[C@@](CO)(C)CCC[C@]1(C)c1c(O)cc(C(C)C)cc1,263,,495.93439,495.93439,3,6,0,3,20,0,3,5,4.5347099,4.53443,-3.9664929,9.5127373,2,3.9544001,60.689999,-0.0030614799,320.47299
O=C(NCc1ccc(OC)cc1)[C@@]1(C)[C@H]2[C@@](C)([C@@H]3C([C@H](O)[C@@](O)(C(C)C)CC3)=CC2)CCC1,274,,672.2616,672.2616,4,6,0,3,27,1,4,6,4.5664878,4.5664878,-5.2787404,14,4,4.8786001,78.790001,0,455.63898
O=C(OC)[C@@]1(C)[C@H]2[C@@](C)([C@@H]3C(=C(c4ccccc4)C=C2)[C@H]2[C@](C(C)C)(OC(=O)O2)CC3)CCC1,109,,621.10724,621.10724,2,6,0,0,27,0,5,4,5.4578261,5.4578261,-6.6763744,14,5,6.3358998,61.830002,0,464.60199
O=C1[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,,91,446.7522,446.7522,3,0,0,0,16,0,3,0,2.4331124,2.4331124,-3.636167,14,4,3.2664001,51.209999,0,300.39798
O=C1NCC[C@]2(C)[C@H]3C(=O)C=C(C)[C@@H](CCC#N)[C@@H]3CCC2=C1,63,36,496.57828,496.57828,3,0,0,1,16,2,2,3,3.0912156,3.0912156,-3.9784636,14,3,2.9141841,69.959999,0,312.41299
S(=O)(=O)(O/N=C\1/[C@]2(C)[C@](C)([C@H]3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)NCC2)CC3)CC/1)c1ccc(C)cc1,232,,686.08618,686.08618,5,6,0,1,24,2,5,3,4.9050465,4.9050465,-6.6284366,14,5,4.3143201,101.9,0,498.64398
O=C1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2,0,,432.86664,432.86664,4,0,0,0,12,0,5,0,0.72404009,0.72404009,-2.3282888,14,4,2.3949001,53.990002,0,282.336
O=C1[C@H](C)[C@@H]2[C@]3(O1)[C@H]([C@H](C)CC2)CCC(=O)C3,36,,399.60803,399.60803,2,0,0,0,12,0,3,0,1.6006905,1.6006905,-2.5238833,14,3,2.3334,43.369999,0,236.31099
O=C1[C@H](C)[C@]23[C@H]([C@@](C)([C@H](C)CC2)[C@@H]2OC(=O)N[C@H]2[C@]1(C=C)C)OC(=O)CC3,42,,480.05658,480.05658,3,0,0,1,18,1,5,1,1.8134625,1.813471,-3.7023036,11.596735,4,3.0027001,81.699997,-2.530776e-005,375.465
ClCC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](C(C=C)=C)C1)[C@]12C(=O)O[C@@H](O1)C3,0,,526.42542,526.42542,3,0,0,0,20,0,5,5,3.8691983,3.8691983,-4.9820857,14,4,3.9998,61.830002,0,408.922
Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,39,31,527.50696,527.50696,6,6,0,0,16,0,6,3,3.0539384,3.0539384,-4.4033227,14,3,2.8103001,71.059998,0,352.76999
O/N=C(\c1ccccc1)/c1ccccc1,40,,387.20563,387.20563,2,12,0,1,12,1,1,2,3.2020791,3.056504,-3.3049252,10.411192,2,2.9131999,32.59,-0.00038782807,197.237
ClC=1N(Cc2c(C#N)cccc2)C(=O)N(C)C(=O)C=1,28,36,448.67035,448.67035,3,6,0,0,10,3,2,3,2.6224968,3.3414457,-4.34342,14,2,2.2988839,64.410004,1,275.69501
n1c2c(ncc1)cccc2,29,86,298.72424,298.72424,2,10,0,0,8,2,0,0,1.5524606,1.5527657,-2.1222446,14,2,1.6298,25.780001,0.00072540028,130.14999
O=C(NCCCOc1c2B(O)OCc2ccc1)C,96,1347,481.6778,481.6778,4,6,0,2,11,1,4,6,0.93576002,1.3833865,-2.5137033,4.8785496,2,0.0757,67.790001,-0.99249625,249.07399
Clc1ccc(/C=C/c2nc(NCCNC(=O)C)c3c(n2)ccc(C)c3)cc1,288,295,680.48041,680.48041,3,16,0,2,19,4,1,7,4.1236196,4.3945603,-5.7121615,14,3,4.31002,66.910004,0.54341829,380.879
O=C(Nc1cc([C@@]2(C)N=C(N)N(C)C(=O)C2)ccc1)c1n(C2CC2)nc(C)c1,157,195,632.19733,632.19733,4,11,0,2,17,6,2,5,0.71286291,1.6234322,-4.1629882,14,4,2.5777199,105.61,0.91148335,380.452
